MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
180,1,3.091042453358316,7.544861068658458,0,0,0,3,3,0,2.0,14,0,0,4,4,4,7,1972,1972,0,0,6,6,1,0.0,3,4,1,4.0,3.0,3.0,5.0,6.206575926724928,1.0,0,4.912654885736052,6.447305862541213,0,4,0,0,6.447305862541213,0.0,0,6.447305862541213,1,0,1,0,1,1,3,3,0,0,0.0,4,1978.0,0.0,0,0.0,0.0,0.0,0,4.48863636973214,0.0,0,0,0,0.0,0.0,0.0,0,0.0,6,2008,0,0,81000
60,0,3.784189633918261,9.275003885301905,0,0,2,3,3,3,2.0,0,2,0,0,0,7,6,1996,1996,0,0,0,0,1,0.0,4,3,0,4.0,3.0,3.0,6.0,5.955837369464831,5.0,344,4.2626798770413155,6.684611727667927,0,5,0,0,6.71901315438526,6.727431724850855,0,7.415776975415394,1,0,2,1,3,1,4,6,0,1,3.0,0,1996.0,2.0,2,6.311734809152915,3.0,3.0,0,5.0689042022202315,4.127134385045092,0,0,0,0.0,0.0,0.0,0,0.0,4,2009,6,0,212000
50,1,3.713572066704308,8.38958706681109,0,0,0,3,3,0,2.0,7,0,0,0,2,6,8,1920,1950,0,0,9,8,1,0.0,3,3,2,2.0,3.0,1.0,1.0,0.0,1.0,0,6.47543271670409,6.47543271670409,0,3,0,2,6.5998704992128365,5.953243334287785,0,7.020190708311925,0,0,1,0,2,1,3,6,0,0,0.0,1,1990.0,1.0,2,6.089044875446846,3.0,3.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,10,2006,0,0,116000
45,1,3.9318256327243257,8.699681400989514,0,0,0,3,3,0,2.0,8,0,0,0,3,6,7,1926,2004,0,0,2,5,1,0.0,4,3,0,3.0,3.0,1.0,1.0,0.0,1.0,0,6.785587645007929,6.785587645007929,0,4,0,0,6.807934943699926,0.0,0,6.807934943699926,0,0,1,0,2,1,3,4,0,0,0.0,1,1926.0,1.0,1,5.198497031265826,3.0,3.0,0,0.0,0.0,105,0,0,0.0,0.0,0.0,0,0.0,1,2009,0,0,119000
30,0,3.713572066704308,8.361941906144946,0,0,0,3,3,0,2.0,2,0,0,0,1,5,6,1913,2002,0,0,5,8,1,0.0,3,3,0,3.0,3.0,1.0,2.0,5.902633333401366,1.0,0,4.330733340286331,6.089044875446846,0,3,1,0,6.543911845564792,0.0,0,6.543911845564792,0,0,1,0,2,1,4,4,0,1,4.0,1,1990.0,1.0,1,5.8664680569332965,4.0,3.0,2,0.0,0.0,34,0,0,0.0,0.0,1.3862943611198906,0,0.0,3,2007,0,0,90350
50,0,4.219507705176107,9.42181611842271,0,1,0,3,3,2,2.0,15,0,0,0,2,6,8,1920,2000,0,0,2,5,1,0.0,3,3,2,3.0,2.0,2.0,1.0,0.0,1.0,0,6.529418838262226,6.529418838262226,0,4,0,0,6.529418838262226,6.240275845170769,0,7.087573705557973,0,0,1,0,3,1,4,7,0,0,0.0,1,2005.0,1.0,2,6.270988431858299,3.0,3.0,0,0.0,3.8501476017100584,0,0,0,0.0,0.0,1.6094379124341003,1,6.68586094706836,8,2009,4,0,110000
20,0,4.663439094112067,9.644198554585564,0,0,0,3,3,0,2.0,10,0,0,0,1,10,5,2008,2008,1,0,0,0,2,5.303304908059076,5,3,0,5.0,3.0,4.0,6.0,7.477604243197589,5.0,539,6.670766320845874,8.037543185118697,0,5,0,0,7.784473235736469,0.0,0,7.784473235736469,1,0,2,0,2,1,5,10,0,2,4.0,0,2008.0,3.0,3,6.511745329644728,3.0,3.0,0,0.0,4.290459441148391,0,0,170,0.0,0.0,0.0,0,0.0,4,2009,0,0,555000
90,0,4.532599493153256,9.401704256754366,0,0,0,3,3,0,2.0,15,0,0,2,1,4,4,1955,1955,0,0,0,0,0,5.602118820879701,3,3,1,3.0,3.0,1.0,5.0,4.897839799950911,1.0,0,7.176254532017144,7.273092595999522,0,3,1,1,7.273092595999522,0.0,0,7.273092595999522,0,0,2,0,4,2,2,8,0,0,0.0,4,1978.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,9,2008,0,0,118000
50,1,3.970291913552122,8.738895704934043,0,0,0,3,3,0,2.0,8,0,0,0,2,5,7,1930,1992,0,0,1,1,1,0.0,3,3,0,3.0,3.0,1.0,1.0,0.0,1.0,0,6.983789965258135,6.983789965258135,0,3,0,0,7.029087564149662,6.100318952020064,0,7.3613754289773485,0,0,2,0,3,1,3,8,0,1,4.0,1,1930.0,1.0,2,5.8888779583328805,3.0,3.0,2,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,6,2008,0,0,162900
120,0,3.9889840465642745,8.274611946209552,0,0,0,3,3,0,2.0,21,0,0,3,1,7,5,2006,2007,0,0,5,2,0,4.290459441148391,4,3,0,5.0,3.0,3.0,1.0,0.0,1.0,0,7.138073034044347,7.138073034044347,0,5,0,0,7.138073034044347,0.0,0,7.138073034044347,0,0,2,0,2,1,4,6,0,1,4.0,0,2007.0,3.0,3,6.47543271670409,3.0,3.0,0,4.976733742420574,2.833213344056216,0,0,0,0.0,0.0,0.0,0,0.0,6,2007,1,2,172500
60,0,4.2626798770413155,9.076923258535832,0,0,0,3,3,0,2.0,0,0,0,0,0,7,5,1994,1995,0,0,0,0,1,0.0,4,4,0,4.0,3.0,1.0,6.0,6.466144724237619,1.0,0,5.6131281063880705,6.82001636467413,0,5,0,0,6.839476438228843,6.883462586413092,0,7.554334823725748,1,0,2,1,4,1,4,8,0,1,3.0,0,1994.0,1.0,2,6.202535517187923,3.0,3.0,0,4.976733742420574,4.897839799950911,0,0,0,0.0,0.0,0.0,0,0.0,7,2008,0,0,210000
20,0,4.30406509320417,9.1958356857733,0,0,0,3,3,2,2.0,15,0,0,0,1,6,5,1956,1956,1,0,2,5,1,0.0,3,3,1,3.0,3.0,1.0,1.0,0.0,1.0,0,7.270312886079025,7.270312886079025,0,2,0,0,7.432483807917119,0.0,0,7.432483807917119,0,0,1,0,3,1,3,7,0,1,4.0,0,1956.0,1.0,2,6.175867270105761,3.0,3.0,0,0.0,0.0,0,0,0,0.0,0.0,1.3862943611198906,0,0.0,11,2009,2,0,127500
20,0,4.927253685157205,9.710691327448153,0,0,1,3,3,2,2.0,11,7,0,0,1,6,6,1966,2002,0,0,4,4,1,0.0,4,3,1,3.0,3.0,1.0,5.0,5.5134287461649825,3.0,713,6.324358962381311,7.325148957955575,0,5,0,0,7.543802867501509,0.0,0,7.543802867501509,0,0,2,1,2,1,4,6,4,1,4.0,0,1966.0,3.0,2,6.361302477572996,3.0,3.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,6,2010,0,0,190000
60,0,0.0,9.32500744695431,0,0,1,3,3,2,2.0,17,0,0,0,0,7,5,1998,1999,0,0,0,0,1,0.0,4,3,0,4.0,3.0,1.0,1.0,0.0,1.0,0,6.836259277277067,6.836259277277067,0,4,0,0,6.863803391452954,6.836259277277067,0,7.54274354536855,0,0,2,1,4,1,4,10,0,1,3.0,0,1998.0,3.0,2,6.068425588244111,3.0,3.0,0,4.499809670330265,0.0,0,0,0,0.0,0.0,0.0,0,0.0,7,2006,0,0,199900
50,1,3.9318256327243257,9.059633754551479,0,0,0,2,3,0,2.0,13,0,0,0,2,6,6,1937,1950,0,0,1,1,1,0.0,3,3,2,3.0,3.0,1.0,1.0,0.0,1.0,0,6.660575149839686,6.660575149839686,0,3,0,0,6.660575149839686,6.391917113392602,0,7.227662498728654,0,0,2,0,3,1,3,7,0,1,4.0,1,1937.0,1.0,1,5.293304824724492,3.0,3.0,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,6,2006,0,0,119500
50,1,3.9318256327243257,8.699681400989514,0,0,0,3,3,0,2.0,7,0,0,0,2,3,7,1948,2002,0,0,1,1,1,0.0,3,4,1,3.0,3.0,1.0,5.0,5.805134968916488,1.0,0,5.765191102784844,6.476972362889683,0,5,0,0,6.522092798170152,6.22455842927536,0,7.076653815443951,0,0,1,1,2,1,3,6,0,0,0.0,1,1981.0,1.0,1,5.733341276897746,3.0,3.0,0,0.0,5.176149732573829,0,0,0,0.0,0.0,0.0,0,0.0,6,2007,0,0,120000
30,1,4.2626798770413155,8.645586406184636,0,0,0,3,3,0,2.0,7,0,0,0,1,6,8,1930,2005,1,0,2,5,1,0.0,3,3,2,3.0,3.0,1.0,1.0,0.0,1.0,0,6.70196036600254,6.70196036600254,0,5,0,2,6.70196036600254,0.0,0,6.70196036600254,0,0,1,0,2,1,4,5,0,0,0.0,1,1932.0,1.0,1,5.602118820879701,2.0,2.0,1,0.0,4.736198448394496,0,0,0,0.0,0.0,0.0,0,0.0,6,2006,0,0,110000
20,0,4.143134726391533,11.167077412430533,0,0,1,0,3,0,1.0,19,0,0,0,1,7,5,1975,1975,0,1,7,4,1,0.0,3,3,1,4.0,3.0,4.0,5.0,6.486160788944089,1.0,0,6.778784897685177,7.335633981927201,0,3,0,0,7.335633981927201,0.0,0,7.335633981927201,1,0,2,0,2,1,4,5,0,2,3.0,0,1975.0,1.0,2,6.3578422665081,3.0,3.0,0,5.303304908059076,4.007333185232471,0,0,0,0.0,0.0,0.0,0,0.0,12,2006,0,0,280000
60,0,0.0,9.1381996941985,0,0,1,3,3,2,2.0,16,0,0,0,0,6,5,1996,1997,1,0,0,0,0,3.7612001156935624,4,3,0,5.0,3.0,1.0,5.0,6.610696044717759,1.0,0,4.875197323201151,6.771935555839602,0,5,0,0,6.790097235513905,6.767343125265392,0,7.471363088187097,1,0,2,1,3,1,3,7,0,0,0.0,0,1996.0,3.0,2,6.0473721790462776,3.0,3.0,0,4.976733742420574,4.812184355372417,0,0,0,0.0,0.0,0.0,0,0.0,7,2007,0,0,204000
60,3,4.330733340286331,9.105090961257085,0,0,0,3,3,0,2.0,5,0,0,0,0,8,5,2008,2008,0,0,0,0,1,0.0,4,3,0,4.0,3.0,1.0,1.0,0.0,1.0,0,6.645090969505644,6.645090969505644,0,5,0,0,6.668228248417403,6.690842277418564,0,7.372118028337787,0,0,2,1,3,1,4,6,0,0,0.0,0,2008.0,2.0,2,6.517671272912275,3.0,3.0,0,0.0,3.4339872044851463,0,0,0,0.0,0.0,0.0,0,0.0,6,2009,0,0,210000
90,0,4.1588830833596715,9.13755460225053,0,0,0,3,3,0,2.0,4,0,0,2,1,5,5,1976,1976,0,0,7,4,1,0.0,3,3,1,3.0,3.0,1.0,5.0,7.382124365737512,1.0,0,4.812184355372417,7.455298485683291,0,3,0,0,7.455298485683291,0.0,0,7.455298485683291,2,0,2,0,4,2,3,8,0,0,0.0,1,1976.0,1.0,2,6.329720905522696,3.0,3.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,7,2006,0,5,188000
20,0,4.394449154672439,9.169622538697624,0,0,0,3,3,0,2.0,6,0,0,0,1,7,6,1973,1973,1,0,3,3,0,5.771441123130016,3,3,1,3.0,3.0,1.0,5.0,6.821107472256465,1.0,0,5.7899601708972535,7.1252830915107115,0,2,0,0,7.1252830915107115,0.0,0,7.1252830915107115,0,0,1,1,3,1,3,6,0,1,3.0,0,1973.0,1.0,2,6.270988431858299,3.0,3.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,9,2007,0,0,175500
70,1,3.5553480614894135,8.427706024914702,0,1,0,3,3,0,2.0,7,0,0,0,0,5,5,1916,1950,0,0,8,9,1,0.0,3,3,2,3.0,3.0,1.0,1.0,0.0,1.0,0,6.437751649736401,6.437751649736401,0,2,1,0,6.437751649736401,6.580639137284949,0,7.20414929203594,0,0,1,0,4,1,3,7,0,0,0.0,1,1916.0,1.0,3,6.2422232654551655,2.0,2.0,0,0.0,0.0,96,0,0,0.0,0.0,0.0,0,0.0,5,2008,2,1,98000
20,0,0.0,10.882339852663634,0,0,1,0,3,3,1.0,19,0,0,0,1,4,6,1954,1994,4,5,7,4,1,0.0,3,3,1,4.0,3.0,4.0,4.0,7.018401799069201,1.0,0,5.517452896464707,7.21890970761906,0,5,0,0,7.416979621381154,0.0,0,7.416979621381154,1,0,1,0,2,1,4,6,1,2,4.0,0,1954.0,3.0,2,6.272877006546167,3.0,3.0,0,5.41610040220442,4.927253685157205,0,0,0,0.0,0.0,0.0,0,0.0,3,2008,0,0,256000
70,1,0.0,8.537191877922927,0,1,0,3,3,0,2.0,7,0,0,0,0,8,7,1925,1996,1,0,9,2,1,0.0,3,4,0,3.0,3.0,1.0,1.0,0.0,1.0,0,6.3784261836515865,6.3784261836515865,0,2,0,0,6.726233402358747,6.726233402358747,0,7.418780882750794,0,0,1,0,3,1,4,7,0,1,4.0,1,1925.0,1.0,1,5.43372200355424,3.0,3.0,0,5.262690188904886,4.1588830833596715,0,0,0,0.0,0.0,1.3862943611198906,0,0.0,6,2008,0,0,161000
50,0,0.0,8.855948534052018,0,0,1,2,3,2,2.0,8,0,0,0,2,5,4,1950,1950,0,0,1,1,3,5.087596335232384,3,3,1,3.0,3.0,1.0,2.0,5.225746673713202,1.0,0,6.263398262591624,6.565264970035361,0,3,0,0,6.887552571664617,5.41610040220442,0,7.093404625868766,1,0,1,0,3,1,4,5,0,1,3.0,1,1950.0,1.0,1,5.8664680569332965,3.0,3.0,0,0.0,0.0,248,0,0,0.0,0.0,0.0,0,0.0,7,2009,0,0,110000
60,3,4.330733340286331,8.987821625430815,0,0,1,3,3,0,2.0,5,6,0,0,0,8,5,2009,2009,0,0,0,0,2,4.709530201312334,4,3,0,4.0,3.0,1.0,6.0,6.300785794663244,1.0,0,5.666426688112432,6.725033642166843,0,5,0,0,6.725033642166843,7.00669522683704,0,7.568379267836522,1,0,2,1,3,1,3,8,0,0,0.0,2,2009.0,3.0,2,6.315358001522335,3.0,3.0,0,0.0,5.017279836814924,0,0,0,0.0,0.0,0.0,0,0.0,12,2009,1,2,263435
70,0,4.110873864173311,8.881975184248867,0,0,0,3,3,0,2.0,23,1,0,0,0,7,9,1936,2007,0,0,2,5,1,0.0,4,4,0,4.0,4.0,1.0,5.0,5.860786223465865,4.0,210,0.0,6.329720905522696,0,5,0,0,6.3561076606958915,6.329720905522696,0,7.035268599281097,1,0,1,0,3,1,4,6,0,0,0.0,1,1971.0,2.0,2,6.3578422665081,3.0,3.0,0,5.54907608489522,0.0,0,0,0,0.0,0.0,1.3862943611198906,0,0.0,4,2009,0,0,155000
20,0,4.110873864173311,9.021839764105513,0,0,1,3,3,0,2.0,9,0,0,0,1,5,5,1965,1965,0,0,1,1,1,0.0,3,3,1,3.0,3.0,1.0,3.0,6.317164686747284,4.0,311,0.0,6.762729506931879,0,4,0,0,6.762729506931879,0.0,0,6.762729506931879,0,0,1,0,3,1,3,5,0,1,1.0,1,1965.0,1.0,1,5.8888779583328805,3.0,3.0,0,0.0,0.0,236,0,0,0.0,0.0,1.0986122886681098,0,0.0,12,2009,0,0,62383
70,0,4.31748811353631,9.391744841707654,0,0,1,1,3,0,1.0,2,0,0,0,0,6,7,1934,1995,1,0,9,8,1,0.0,3,3,1,3.0,3.0,1.0,2.0,5.7899601708972535,1.0,0,5.966146739123692,6.573680166960646,0,2,0,2,6.745236349484363,6.699500340161678,0,7.415175109613295,0,0,1,1,3,1,3,6,0,1,4.0,1,1939.0,1.0,1,5.484796933490655,3.0,3.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,8,2008,0,0,188700
20,0,4.110873864173311,9.039670667922676,0,0,0,1,3,0,1.0,0,0,0,0,1,5,5,1978,1978,0,0,3,3,0,4.919980925828125,3,3,1,4.0,3.0,1.0,3.0,6.424869023905388,1.0,0,6.052089168924417,6.947937068614969,0,3,0,0,6.947937068614969,0.0,0,6.947937068614969,0,0,2,0,3,1,3,5,0,0,0.0,4,1978.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,8,2009,0,0,124000
120,1,0.0,8.030409562130485,0,0,0,3,3,0,2.0,21,0,0,3,1,7,5,2004,2004,1,0,0,0,0,2.9444389791664403,4,3,0,4.0,3.0,1.0,1.0,0.0,1.0,0,7.226936018493289,7.226936018493289,0,5,0,0,7.254884810077338,0.0,0,7.254884810077338,0,0,2,0,2,1,4,6,0,1,3.0,0,2004.0,3.0,2,5.988961416889864,3.0,3.0,0,4.976733742420574,3.044522437723423,0,0,0,0.0,0.0,0.0,0,0.0,5,2006,0,0,178740
20,0,4.454347296253507,9.271341393533582,0,0,0,3,3,0,2.0,11,0,0,0,1,7,5,1970,1970,4,5,7,4,1,0.0,3,4,1,3.0,4.0,4.0,6.0,6.658011045870748,1.0,0,6.214608098422191,7.15305163493748,0,3,0,0,7.15305163493748,0.0,0,7.15305163493748,1,0,1,0,2,1,3,5,0,1,1.0,0,1970.0,1.0,2,6.267200548541362,3.0,3.0,0,0.0,0.0,0,0,176,0.0,0.0,1.0986122886681098,0,0.0,4,2007,0,0,167000
70,0,4.382026634673881,9.15704507491796,0,0,0,3,3,0,2.0,11,3,0,0,0,5,7,1942,1995,0,0,1,1,2,5.41610040220442,3,3,1,3.0,3.0,1.0,2.0,5.958424693029782,1.0,0,5.8377304471659395,6.591673732008658,0,5,0,0,6.790097235513905,6.6293632534374485,0,7.405495663199472,0,0,1,1,3,1,4,7,0,2,4.0,0,1942.0,1.0,1,5.746203190540153,3.0,3.0,0,5.1298987149230735,0.0,0,0,0,0.0,0.0,0.0,0,0.0,6,2007,0,0,146500
20,0,4.59511985013459,9.343909263897597,0,0,1,3,3,0,2.0,10,0,0,0,1,8,5,2006,2006,0,0,0,0,2,5.517452896464707,4,3,0,4.0,3.0,1.0,1.0,0.0,1.0,0,7.394493107219038,7.394493107219038,0,5,0,0,7.399398083331354,0.0,0,7.399398083331354,0,0,2,0,3,1,4,7,0,1,4.0,0,2006.0,2.0,3,6.7650389767805414,3.0,3.0,0,0.0,3.8066624897703196,0,0,0,0.0,0.0,0.0,0,0.0,5,2007,0,0,250000
60,0,4.343805421853684,9.1369090938903,0,0,1,3,3,2,2.0,12,8,0,0,0,6,5,1993,1993,0,0,3,3,0,4.795790545596741,4,3,0,4.0,3.0,1.0,6.0,6.056784013228625,1.0,0,6.008813185442595,6.725033642166843,0,5,0,0,6.725033642166843,6.778784897685177,0,7.444833273892193,0,0,2,1,3,1,4,7,0,0,0.0,0,1993.0,2.0,2,6.2285110035911835,3.0,3.0,0,4.976733742420574,4.2626798770413155,0,0,0,0.0,0.0,0.0,0,0.0,6,2008,0,0,187000
120,0,0.0,8.82776136765472,0,0,1,3,3,2,2.0,18,0,0,3,1,8,5,1985,1985,0,0,3,3,1,0.0,4,3,0,4.0,3.0,3.0,6.0,5.910796644040527,4.0,1120,0.0,7.305860032684009,0,3,0,0,7.315218389752975,0.0,0,7.315218389752975,1,0,1,1,1,1,4,4,0,0,0.0,0,1985.0,2.0,2,6.270988431858299,3.0,3.0,0,0.0,4.007333185232471,0,0,140,0.0,0.0,0.0,0,0.0,6,2010,0,0,212000
60,0,4.532599493153256,9.38873757187798,0,0,0,3,3,0,2.0,6,7,0,0,0,7,6,1977,1977,3,3,5,4,1,0.0,3,3,1,4.0,3.0,1.0,1.0,0.0,1.0,0,6.695798917058491,6.695798917058491,0,3,0,0,7.057897937411856,6.695798917058491,0,7.585788821732034,0,0,2,1,3,1,3,8,0,1,4.0,0,1977.0,2.0,2,6.282266746896006,3.0,3.0,0,0.0,0.0,0,0,276,0.0,0.0,0.0,0,0.0,11,2007,0,0,190000
180,1,3.58351893845611,8.209580483475577,0,0,0,3,3,0,2.0,15,0,0,3,5,6,5,2005,2005,0,0,0,0,0,4.394449154672439,3,3,0,4.0,3.0,4.0,6.0,6.131226489483141,1.0,0,4.48863636973214,6.306275286948016,0,5,0,0,6.9782137426306985,0.0,0,6.9782137426306985,1,0,1,0,2,1,3,5,0,0,0.0,5,2005.0,2.0,2,6.26530121273771,3.0,3.0,0,0.0,3.367295829986474,0,0,0,0.0,0.0,0.0,0,0.0,6,2008,0,0,148000
20,0,4.709530201312334,9.614337736809313,0,0,1,3,3,0,2.0,10,0,0,0,1,8,5,2006,2007,0,0,0,0,0,5.720311776607412,4,3,0,5.0,3.0,4.0,6.0,7.208600337960199,1.0,0,6.440946540632921,7.589335823170617,0,5,0,0,7.589335823170617,0.0,0,7.589335823170617,1,0,2,0,2,1,4,7,0,1,5.0,0,2006.0,2.0,3,6.812345094177479,3.0,3.0,0,5.5254529391317835,4.1588830833596715,0,0,0,0.0,0.0,0.0,0,0.0,7,2007,1,2,440000
120,0,3.7376696182833684,8.581294116822761,0,0,0,3,3,0,2.0,18,0,0,3,1,8,5,2000,2000,0,0,6,6,1,0.0,4,3,0,4.0,3.0,3.0,6.0,7.087573705557973,1.0,0,5.700443573390687,7.3098814858247865,0,5,0,0,7.410347097821024,0.0,0,7.410347097821024,1,0,2,0,2,1,5,6,0,0,0.0,0,2000.0,2.0,2,6.214608098422191,3.0,3.0,0,4.574710978503383,3.8918202981106265,0,0,0,0.0,0.0,0.0,0,0.0,8,2007,0,0,251000
20,0,4.394449154672439,9.0455836463617,0,0,0,3,3,2,2.0,9,0,0,0,1,5,6,1963,1963,1,0,3,3,1,0.0,3,3,1,3.0,3.0,1.0,6.0,6.447305862541213,1.0,0,5.831882477283517,6.878326468291325,0,3,0,0,6.878326468291325,0.0,0,6.878326468291325,1,0,1,0,2,1,3,5,0,0,0.0,1,1996.0,1.0,2,6.437751649736401,3.0,3.0,0,0.0,3.2188758248682006,0,0,192,0.0,0.0,0.0,0,0.0,7,2007,0,0,132500
20,0,4.330733340286331,9.482350275033667,0,0,0,3,3,0,1.0,0,0,0,0,1,6,5,1997,1998,0,0,0,0,0,5.375278407684165,3,3,0,4.0,3.0,4.0,6.0,6.902742737158593,1.0,0,6.184148890937483,7.2991214627108,0,5,0,0,7.309212365692763,0.0,0,7.309212365692763,1,0,2,0,3,1,4,7,0,1,3.0,0,1997.0,3.0,2,6.2324480165505225,3.0,3.0,0,4.948759890378168,3.6888794541139363,0,0,0,0.0,0.0,0.0,0,0.0,4,2008,0,0,208900
60,0,4.663439094112067,9.524713059681009,0,0,0,3,3,0,2.0,10,0,0,0,0,9,5,2006,2006,1,0,0,0,0,6.650279048587422,5,3,0,4.0,3.0,3.0,1.0,0.0,1.0,0,7.675081857716334,7.675081857716334,0,5,0,0,7.635303886259415,6.354370040797351,0,7.880048200971577,0,0,2,1,3,1,5,9,0,1,4.0,2,2006.0,3.0,3,6.543911845564792,3.0,3.0,0,6.028278520230698,4.442651256490317,0,0,0,0.0,0.0,0.0,0,0.0,3,2007,0,0,380000
20,0,4.382026634673881,9.272187775302262,0,0,0,3,3,0,2.0,0,0,0,0,1,8,5,2007,2008,1,0,0,0,2,5.820082930352362,4,3,0,5.0,3.0,4.0,6.0,7.161622002939187,1.0,0,6.035481432524756,7.441906728051625,0,5,0,0,7.449498005382849,0.0,0,7.449498005382849,1,0,2,0,3,1,4,7,0,1,4.0,0,2007.0,2.0,3,6.717804695023691,3.0,3.0,0,5.342334251964811,3.8066624897703196,0,0,0,0.0,0.0,0.0,0,0.0,9,2009,0,0,297000
30,1,3.9318256327243257,8.68710472813351,0,0,0,2,3,0,2.0,7,0,0,0,1,4,7,1937,2000,1,0,9,8,3,6.077642243349034,3,3,2,2.0,3.0,1.0,3.0,5.1298987149230735,1.0,0,6.606650186198215,6.811244378601294,0,3,0,0,7.0317412587631285,0.0,0,7.0317412587631285,0,0,1,0,2,1,3,7,0,0,0.0,1,1995.0,1.0,2,6.511745329644728,3.0,3.0,0,0.0,4.290459441148391,0,0,0,0.0,0.0,1.3862943611198906,0,0.0,3,2007,0,4,89471
20,0,4.59511985013459,9.682466746602897,0,0,1,3,3,1,2.0,10,0,0,0,1,9,5,2004,2005,1,0,0,0,0,5.937536205082426,4,3,0,5.0,3.0,4.0,6.0,7.140453043101158,1.0,0,6.35088571671474,7.51425465281641,0,5,0,0,7.523481312573497,0.0,0,7.523481312573497,1,0,2,0,3,1,4,8,0,1,4.0,0,2004.0,3.0,3,6.650279048587422,3.0,3.0,0,6.253828811575473,4.727387818712341,0,0,0,0.0,0.0,0.0,0,0.0,3,2006,0,0,326000
20,0,4.290459441148391,9.37982994995476,0,0,1,1,3,0,2.0,10,0,0,0,1,9,5,2003,2004,1,0,0,0,0,6.333279628139691,4,3,0,5.0,3.0,4.0,6.0,7.357556200910353,1.0,0,5.420534999272286,7.491645473605133,0,5,0,0,7.491645473605133,0.0,0,7.491645473605133,1,0,2,0,2,1,5,6,0,1,4.0,0,2003.0,3.0,3,6.774223886357614,3.0,3.0,0,5.332718793265369,3.912023005428146,0,0,0,0.0,0.0,0.0,0,0.0,8,2006,0,0,374000
70,1,3.9318256327243257,7.824445930877619,0,2,0,3,3,2,2.0,7,0,0,0,0,7,8,1915,2005,0,0,9,8,1,0.0,4,3,0,3.0,3.0,1.0,5.0,5.703782474656201,1.0,0,6.416732282512326,6.814542897259958,0,5,0,0,6.821107472256465,6.814542897259958,0,7.510430556378006,1,0,1,1,4,1,5,7,3,1,4.0,0,1915.0,1.0,1,5.10594547390058,2.0,2.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,6,2009,0,0,155000
120,1,3.4965075614664802,8.412054873292933,0,0,0,3,3,1,2.0,4,0,0,4,1,6,5,1998,1998,1,0,0,0,0,4.762173934797756,3,3,0,5.0,3.0,1.0,6.0,6.8001700683022,1.0,0,5.768320995793772,7.104144092987527,0,5,0,0,7.104144092987527,0.0,0,7.104144092987527,1,0,2,0,2,1,3,5,0,0,0.0,0,1998.0,1.0,2,5.998936561946683,3.0,3.0,0,0.0,4.836281906951478,0,0,0,0.0,0.0,0.0,0,0.0,5,2006,0,0,164000
20,0,0.0,8.95660873889395,0,0,1,3,3,2,2.0,9,0,0,0,1,5,7,1962,2001,0,0,3,4,1,0.0,3,4,1,3.0,3.0,1.0,5.0,6.3784261836515865,1.0,0,6.021023349349527,6.907755278982137,0,4,0,0,6.907755278982137,0.0,0,6.907755278982137,1,0,1,0,3,1,4,6,0,0,0.0,1,1963.0,1.0,1,5.579729825986222,3.0,3.0,0,0.0,4.890349128221754,0,0,0,0.0,0.0,0.0,0,0.0,3,2007,0,0,132500
20,0,4.394449154672439,9.169622538697624,0,0,0,3,3,0,2.0,11,0,0,0,1,5,7,1950,2007,0,0,1,1,1,0.0,4,3,1,3.0,3.0,1.0,5.0,6.410174881966167,1.0,0,6.2285110035911835,7.01571242048723,0,4,0,0,7.01571242048723,0.0,0,7.01571242048723,0,0,1,0,3,1,4,5,0,1,4.0,0,1950.0,1.0,1,5.579729825986222,3.0,3.0,0,0.0,4.394449154672439,120,0,0,0.0,0.0,0.0,0,0.0,7,2009,0,0,147000
